MIEJSCOWOŚĆ 	 WIELKOŚĆ 	 ODLEGŁOŚĆ DO MORZA 	 NAZWA 	 DATA 	 CENA ZA CAŁOŚĆ 	 CENA ZA DZIEŃ 	 NR TELEFONU 	 LINK 
Bagnity 	 0 	 3.71 km 	 Apartments by the sea Artatore, Losinj - 8022 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartment-artatore-8022c.html#hotelTmpl 
Bagnity 	 0 	 3.71 km 	 Apartment Artatore 8022d 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartment-artatore-8022d.html#hotelTmpl 
Bagnity 	 0 	 3.71 km 	 House with pool 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/https-hr-airbnb-com-hosting-reservations-thread-916191773.html#hotelTmpl 
Bagnity 	 0 	 3.71 km 	 Apartments by the sea Artatore, Losinj - 8091 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartment-artatore-8091a.html#hotelTmpl 
Bagnity 	 0 	 3.71 km 	 Apartments by the sea Artatore, Losinj - 7934 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartment-a-7934-b-artatore-losinj.html#hotelTmpl 
Bagnity 	 0 	 3.71 km 	 Country House 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/country-house-cunski.html#hotelTmpl 
Bagnity 	 0 	 3.71 km 	 Apartments by the sea Artatore, Losinj - 8005 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartment-a-8005-a-artatore-losinj.html#hotelTmpl 
Bagnity 	 0 	 3.71 km 	 Eco Secluded apartments Zabodarski 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/eco-aprtment-zabodarski.html#hotelTmpl 
Bagnity 	 0 	 3.71 km 	 Apartments by the sea Mali Losinj (Losinj) - 2496 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartment-mali-losinj-2496a.html#hotelTmpl 
Bagnity 	 0 	 3.71 km 	 Apartments Adri 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartments-adri-cunski.html#hotelTmpl 
Bagnity 	 0 	 3.71 km 	 La Meri 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/la-meri.html#hotelTmpl 
Bagnity 	 0 	 3.71 km 	 Apartman Opal 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartman-opal.html#hotelTmpl 
Bagnity 	 0 	 3.71 km 	 Apartment Cunski 7867c 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartment-cunski-7867c.html#hotelTmpl 
Bagnity 	 0 	 3.71 km 	 Apartments with a parking space Artatore, Losinj - 7938 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartment-artatore-7938a.html#hotelTmpl 
Bagnity 	 0 	 3.71 km 	 Apartments Nusret 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartments-nusret.html#hotelTmpl 
Bagnity 	 0 	 3.71 km 	 Apartman Baja 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartman-baja.html#hotelTmpl 
Bagnity 	 0 	 3.71 km 	 Apartmani Sirovica 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartmani-sirovica.html#hotelTmpl 
Bagnity 	 0 	 3.71 km 	 Marilena 1 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/marilena-1.html#hotelTmpl 
Bagnity 	 0 	 3.71 km 	 Apartments with a parking space Artatore, Losinj - 8007 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartment-artatore-8007b.html#hotelTmpl 
Bagnity 	 0 	 3.71 km 	 Dusko not operate in 2020 year 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/dusko.html#hotelTmpl 
Bagnity 	 0 	 3.71 km 	 Apartman Biserka 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartman-biserka-cunski.html#hotelTmpl 
Bagnity 	 0 	 3.71 km 	 Apartments by the sea Artatore, Losinj - 7935 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartment-a-7935-a-artatore-losinj.html#hotelTmpl 
Bagnity 	 0 	 3.71 km 	 Seaside holiday house Artatore, Losinj - 17102 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/seaside-holiday-house-artatore-losinj-17102.html#hotelTmpl 
Bagnity 	 0 	 3.71 km 	 Apartments with a parking space Artatore, Losinj - 5377 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartment-artatore-5377c.html#hotelTmpl 
Bagnity 	 0 	 3.71 km 	 Apartments by the sea Artatore, Losinj - 2474 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartment-a-2474-a-artatore-losinj.html#hotelTmpl 
Bagnity 	 0 	 3.71 km 	 Apartments by the sea Artatore, Losinj - 8020 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartment-artatore-8020a.html#hotelTmpl 
Bagnity 	 0 	 3.71 km 	 Apartments in Artatore/Insel Losinj 27884 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartments-in-artatore-insel-losinj-27884.html#hotelTmpl 
Bagnity 	 0 	 3.71 km 	 Apartment Mikic 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartment-mikic-cunski.html#hotelTmpl 
Bagnity 	 0 	 3.71 km 	 Apartmani Lakic 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartmani-lakic.html#hotelTmpl 
Bagnity 	 0 	 3.71 km 	 Apartment Fani 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartment-fani-cunski.html#hotelTmpl 
Bagnity 	 0 	 3.71 km 	 Marilena 2 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/marilena-2.html#hotelTmpl 
Bagnity 	 0 	 3.71 km 	 Apartments Eki 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/eki.html#hotelTmpl 
Bagnity 	 0 	 3.71 km 	 Simpatico 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/simpatico.html#hotelTmpl 
Bagnity 	 0 	 3.71 km 	 Apartments by the sea Artatore, Losinj - 8008 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartment-artatore-8008a.html#hotelTmpl 
Bagnity 	 0 	 3.71 km 	 Apartment Angela 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartment-angela-cunski.html#hotelTmpl 
Bagnity 	 0 	 3.71 km 	 APARTMAN KRAJINOVIĆ 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartman-krajinovic.html#hotelTmpl 
Bagnity 	 0 	 3.71 km 	 Studio Cunski 07 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/studio-cunski-07.html#hotelTmpl 
Bagnity 	 0 	 3.71 km 	 118 Ćunski 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/118-cunski.html#hotelTmpl 
Bagnity 	 0 	 3.71 km 	 Apartments with a parking space Cunski, Losinj - 8010 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartment-a-8010-a-cunski-losinj.html#hotelTmpl 
Bagnity 	 0 	 3.71 km 	 Studio Artatore 8007a 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/studio-artatore-8007a.html#hotelTmpl 
Bagnity 	 0 	 3.71 km 	 Apartment Artatore 2509a 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartment-a-2509-a-artatore-losinj.html#hotelTmpl 
Bagnity 	 0 	 3.71 km 	 Apartment Ana 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartment-ana-cunski.html#hotelTmpl 
Bagnity 	 0 	 3.71 km 	 Apartments with a parking space Cunski, Losinj - 7867 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartment-cunski-7867b.html#hotelTmpl 
Bagnity 	 0 	 3.71 km 	 Sustainable Sun Powered Holiday home Liski 3 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/sustainable-sun-powered-holiday-home-liski-3.html#hotelTmpl 
Bagnity 	 0 	 3.71 km 	 Garden appartment Mali Losinj 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/garden-appartment-mali-losinj.html#hotelTmpl 
Bagnity 	 0 	 3.71 km 	 Apartments Nedjeljko 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartments-nedjeljko-cunski.html#hotelTmpl 
Bagnity 	 0 	 3.71 km 	 Casa Verde 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/casa-verde-cunski.html#hotelTmpl 
Bagnity 	 0 	 3.71 km 	 Oaza 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/oaza-cunski.html#hotelTmpl 
Bagnity 	 0 	 3.71 km 	 Apartments by the sea Artatore, Losinj - 8023 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/studio-artatore-8023a.html#hotelTmpl 
Bagnity 	 0 	 3.71 km 	 Holiday Home Mance 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/holiday-home-mance.html#hotelTmpl 
Bagnity 	 0 	 3.71 km 	 Pineta 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/pineta-3.html#hotelTmpl 
Bagnity 	 0 	 3.71 km 	 Apartments by the sea Artatore, Losinj - 7952 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/studio-as-7952-a-artatore-losinj.html#hotelTmpl 
Bagnity 	 0 	 3.71 km 	 Seaside holiday house Artatore, Losinj - 7937 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/holiday-home-k-7937-artatore-losinj.html#hotelTmpl 
Bagnity 	 0 	 3.71 km 	 Apartment Matija 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartment-matija-cunski.html#hotelTmpl 
Bagnity 	 0 	 3.71 km 	 Apartments with a parking space Artatore, Losinj - 8087 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartment-artatore-8087b.html#hotelTmpl 
Bagnity 	 0 	 3.71 km 	 Apartmani Artatore 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartman-artatore.html#hotelTmpl 
Bagnity 	 0 	 3.71 km 	 Apartment 4m Cunski 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/holiday-home-quot-4m-quot-cunski-losinj.html#hotelTmpl 
Bagnity 	 0 	 3.71 km 	 Apartments by the sea Artatore, Losinj - 2509 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartment-a-2509-e-artatore-losinj.html#hotelTmpl 
Bagnity 	 0 	 3.71 km 	 Nanić 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/nanic.html#hotelTmpl 
Bagnity 	 0 	 3.71 km 	 Apartments and rooms with parking space Cunski, Losinj - 2498 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/double-room-cunski-2498a.html#hotelTmpl 
Bagnity 	 0 	 3.71 km 	 Apartment Artatore 2475a 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartment-a-2475-a-artatore-losinj.html#hotelTmpl 
Balewko 	 0 	 5.97 km 	 Lošinj house Robinzon Studenčić Island Lošinj 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/house-robinzon-studencic-island-losinj.html#hotelTmpl 
Balewko 	 0 	 5.97 km 	 Apartment Artatore 2475b 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartment-a-2475-b-artatore-losinj.html#hotelTmpl 
Balewko 	 0 	 5.97 km 	 Apartment Ella 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartment-ella-cunski.html#hotelTmpl 
Balewko 	 0 	 5.97 km 	 Apartments by the sea Artatore, Losinj - 8022 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartment-artatore-8022c.html#hotelTmpl 
Balewko 	 0 	 5.97 km 	 Apartment Artatore 8022d 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartment-artatore-8022d.html#hotelTmpl 
Balewko 	 0 	 5.97 km 	 Apartments by the sea Artatore, Losinj - 8091 	 17.08 - 26.08 	 0.00 zł 	 0.00 zł 	 --- 	 https://www.booking.com/hotel/hr/apartment-artatore-8091a.html#hotelTmpl 
